birth,death,dim
0.000000000000000000e+00,5.923196077346801758e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.943467020988464355e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.127581000328063965e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.175212264060974121e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.245906949043273926e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.302118897438049316e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.396121382713317871e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.428532004356384277e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.574678421020507812e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.744840741157531738e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.792240738868713379e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.937781572341918945e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.185255885124206543e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.428992390632629395e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.486780285835266113e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.500597238540649414e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.603909969329833984e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.682328224182128906e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.797772288322448730e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.815558314323425293e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.890835404396057129e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.938101291656494141e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.054189682006835938e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.442062735557556152e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.457432389259338379e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.548081517219543457e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.588788509368896484e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.802515864372253418e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.812130689620971680e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.047726988792419434e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.261959195137023926e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.277443289756774902e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.348697662353515625e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.832103848457336426e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.853425621986389160e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.927543997764587402e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.006935238838195801e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.032936930656433105e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.043474316596984863e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.044734120368957520e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.076094388961791992e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.104524016380310059e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.161717772483825684e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.175780415534973145e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.179247021675109863e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.184723138809204102e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.248959779739379883e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.258821249008178711e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.263749957084655762e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.268912672996520996e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.300150036811828613e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.309564948081970215e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.314550518989562988e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.342027068138122559e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.351696968078613281e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.358711838722229004e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.387089490890502930e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.416302084922790527e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.420793533325195312e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.430426239967346191e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.436667799949645996e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.518559575080871582e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.525067567825317383e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.528554081916809082e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.575278997421264648e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.623164296150207520e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.625823497772216797e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.640883564949035645e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.648424863815307617e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.671676516532897949e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.717943787574768066e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.749926209449768066e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.750945687294006348e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.761776208877563477e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.767793059349060059e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.801226615905761719e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.830975651741027832e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.863226294517517090e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.924683213233947754e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.927880883216857910e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.930076479911804199e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.962041020393371582e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.970008492469787598e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.997866868972778320e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.014930725097656250e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.032319068908691406e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.042523860931396484e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.047481775283813477e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.144209623336791992e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.157069444656372070e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.160961866378784180e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.191601276397705078e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.203461408615112305e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.327108621597290039e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.349137544631958008e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.426083564758300781e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.456927299499511719e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.478107929229736328e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.481233358383178711e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.491574764251708984e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.521684408187866211e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.535286664962768555e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.592541217803955078e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.600658416748046875e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.786856651306152344e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.801138639450073242e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.832744598388671875e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.855706453323364258e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.857581138610839844e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.864789724349975586e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.905672788619995117e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.936771392822265625e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.961084127426147461e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.011014223098754883e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.067730903625488281e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.076703071594238281e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.078241586685180664e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.224770784378051758e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.236942291259765625e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.267531156539916992e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.372836351394653320e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.400848627090454102e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.408596515655517578e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.414780378341674805e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.595653057098388672e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.666350603103637695e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.948933362960815430e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.014225959777832031e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.184814929962158203e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.237089633941650391e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.243088245391845703e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.401602745056152344e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.620079040527343750e+00,0.000000000000000000e+00
4.884117126464843750e+00,4.948239803314208984e+00,1.000000000000000000e+00
4.558843135833740234e+00,4.598167419433593750e+00,1.000000000000000000e+00
4.186812877655029297e+00,4.221543788909912109e+00,1.000000000000000000e+00
4.024919509887695312e+00,4.187933444976806641e+00,1.000000000000000000e+00
3.892293691635131836e+00,4.035510063171386719e+00,1.000000000000000000e+00
3.830958604812622070e+00,3.882686614990234375e+00,1.000000000000000000e+00
3.560909748077392578e+00,3.689017534255981445e+00,1.000000000000000000e+00
3.452473640441894531e+00,3.859906911849975586e+00,1.000000000000000000e+00
3.360343933105468750e+00,3.408544301986694336e+00,1.000000000000000000e+00
3.333873271942138672e+00,3.573383808135986328e+00,1.000000000000000000e+00
3.325872898101806641e+00,3.338820219039916992e+00,1.000000000000000000e+00
3.272016525268554688e+00,3.589315652847290039e+00,1.000000000000000000e+00
3.177931308746337891e+00,3.256496429443359375e+00,1.000000000000000000e+00
2.503031969070434570e+00,2.562572479248046875e+00,1.000000000000000000e+00
2.469021797180175781e+00,2.556345462799072266e+00,1.000000000000000000e+00
2.368544578552246094e+00,2.435853004455566406e+00,1.000000000000000000e+00
2.091817617416381836e+00,2.288751363754272461e+00,1.000000000000000000e+00
2.004076957702636719e+00,2.060501575469970703e+00,1.000000000000000000e+00
1.771044254302978516e+00,1.823825359344482422e+00,1.000000000000000000e+00
8.667201995849609375e-01,9.621775746345520020e-01,1.000000000000000000e+00
8.418597579002380371e-01,9.321839809417724609e-01,1.000000000000000000e+00
6.773166060447692871e-01,7.256274819374084473e-01,1.000000000000000000e+00
4.631718993186950684e-01,4.730019271373748779e-01,1.000000000000000000e+00
4.094922542572021484e-01,4.136900305747985840e-01,1.000000000000000000e+00
2.326628565788269043e-01,2.326628565788269043e-01,1.000000000000000000e+00
2.326628565788269043e-01,2.326628565788269043e-01,1.000000000000000000e+00
2.326628565788269043e-01,2.326628565788269043e-01,1.000000000000000000e+00
